id,loan_amnt_EUR,loan_amnt_EUR,funded_amnt_EUR,funded_amnt_EUR,int_rate,installment_EUR,installment_EUR,total_pymnt_EUR,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
48605234.0,11000.0,9779.869055827952,11000.0,9779.869055827952,686165.2,339.25,301.6200524717848,2705.54,2405.4388113913415,1.1247594356536865,5.0,1.0,36.0,4.0,0.0,1.0
48605468.0,8400.0,7468.263642632255,8400.0,7468.263642632255,686165.2,262.8,233.64996253378055,2095.04,1862.6560787928904,1.1247594356536865,5.0,1.0,36.0,5.0,0.0,2.0
48605954.0,21000.0,18670.659106580635,1000.0,889.0790050752685,0.1333,710.92,632.0640462881098,5656.26,5028.862013247038,1.1247594356536865,5.0,1.0,36.0,13.0,1.0,1.0
48606097.0,10000.0,8890.790050752685,10000.0,8890.790050752685,686165.2,308.41,274.20085595526353,2463.44,2190.192784262619,1.1247594356536865,5.0,1.0,36.0,4.0,0.0,4.0
48606882.0,9000.0,8001.711045677415,9000.0,8001.711045677415,0.1655,318.87,283.5006223483508,3342.68,2971.906608684998,1.1247594356536865,5.0,1.0,36.0,17.0,1.0,2.0
48607153.0,25000.0,22226.97512688171,25000.0,22226.97512688171,686165.2,782.15,695.3931438196212,5529.84,4916.4646454254225,1.1247594356536865,5.0,1.0,36.0,5.0,1.0,4.0
48607519.0,27600.0,24098.388500749363,27600.0,24098.388500749363,686165.2,920.55,803.759838201624,6425.01,5609.869097869553,1.145304799079895,6.0,1.0,36.0,15.0,1.0,3.0
48607784.0,10000.0,8890.790050752685,10000.0,8890.790050752685,0.1333,338.54,300.9888063781814,2700.91,2401.322375597843,1.1247594356536865,5.0,1.0,36.0,13.0,0.0,1.0
48608000.0,10550.0,9379.783503544082,10550.0,9379.783503544082,686165.2,331.48,294.71190860235,2315.57,2058.7246717821395,1.1247594356536865,5.0,1.0,36.0,6.0,1.0,3.0
48608331.0,7075.0,6290.233960907524,7075.0,6290.233960907524,686165.2,244.05,216.97973118861927,1693.95,1506.055380647251,1.1247594356536865,5.0,1.0,36.0,15.0,1.0,2.0
48608344.0,26675.0,23716.182460382784,26675.0,23716.182460382784,686165.2,597.29,531.0379989414071,4760.11,4232.113862848835,1.1247594356536865,5.0,1.0,60.0,11.0,0.0,3.0
48608893.0,20000.0,17781.58010150537,20000.0,17781.58010150537,686165.2,628.39,558.688355999248,4389.64,3902.7367638386017,1.1247594356536865,5.0,1.0,36.0,6.0,0.0,0.0
48609181.0,9600.0,8382.048174173691,9600.0,8382.048174173691,686165.2,295.94,258.3940975692669,2067.91,1805.554295818283,1.145304799079895,6.0,1.0,36.0,3.0,0.0,4.0
48609664.0,11750.0,10446.678309634404,11750.0,10446.678309634404,686165.2,358.74,318.9482022807018,2865.85,2547.967066694958,1.1247594356536865,5.0,1.0,36.0,2.0,0.0,2.0
48609754.0,20000.0,17781.58010150537,20000.0,17781.58010150537,0.1333,458.45,407.5982698767568,3172.12,2820.2652935793603,1.1247594356536865,5.0,1.0,60.0,13.0,1.0,0.0
48609921.0,25000.0,22226.97512688171,25000.0,22226.97512688171,0.2299,704.62,626.4628485561357,5605.03,4983.3144958170315,1.1247594356536865,5.0,1.0,60.0,26.0,1.0,0.0
48610071.0,12000.0,10668.948060903222,12000.0,10668.948060903222,0.1465,413.94,368.0253633608566,3291.99,2926.8391939177327,1.1247594356536865,5.0,1.0,36.0,15.0,0.0,1.0
48614503.0,15925.0,14158.58315582365,15925.0,14158.58315582365,0.2167,436.85,388.394163367131,1709.06,1519.4893644139381,1.1247594356536865,5.0,0.0,60.0,25.0,1.0,2.0
48614631.0,12000.0,10668.948060903222,12000.0,10668.948060903222,686165.2,244.36,217.2553456801926,1949.43,1733.1972848638807,1.1247594356536865,5.0,1.0,60.0,6.0,0.0,2.0
48614975.0,35000.0,31117.765177634396,35000.0,31117.765177634396,0.23989999999999997,1006.68,895.0180528291712,7960.15,7077.202242249898,1.1247594356536865,5.0,0.0,60.0,27.0,1.0,4.0
48615691.0,6000.0,5334.474030451611,6000.0,5334.474030451611,686165.2,191.28,170.06303209079735,1527.18,1357.7836749708486,1.1247594356536865,5.0,1.0,36.0,7.0,1.0,2.0
48624248.0,7500.0,6668.092538064513,7500.0,6668.092538064513,686165.2,234.65,208.62238854091174,1870.62,1663.1289684738986,1.1247594356536865,5.0,1.0,36.0,5.0,1.0,3.0
48624254.0,19000.0,16892.5010964301,19000.0,16892.5010964301,686165.2,612.99,544.9965393210888,4337.32,3856.220150293063,1.1247594356536865,5.0,0.0,36.0,8.0,0.0,4.0
48624690.0,12000.0,10668.948060903222,12000.0,10668.948060903222,686165.2,367.19,326.4609198735878,2933.26,2607.899882427082,1.1247594356536865,5.0,1.0,36.0,2.0,1.0,0.0
48625445.0,9600.0,8535.158448722577,9600.0,8535.158448722577,686165.2,68616520.0,61005507.333327256,2398.59,2132.536010783488,1.1247594356536865,5.0,1.0,36.0,5.0,1.0,2.0
48625504.0,15000.0,nan,15000.0,nan,0.1561,361.67,nan,2867.34,nan,nan,0.0,1.0,60.0,16.0,0.0,4.0
48625977.0,68616520.0,61005507.333327256,20000.0,17781.58010150537,686165.2,637.58,566.8589920558896,20620.16,18332.951337292845,1.1247594356536865,5.0,1.0,36.0,7.0,1.0,3.0
48625988.0,18450.0,16403.507643638703,18450.0,16403.507643638703,686165.2,603.95,536.9592651152084,4199.49,3733.6783910235386,1.1247594356536865,5.0,1.0,36.0,9.0,1.0,2.0
48626460.0,10000.0,8890.790050752685,10000.0,8890.790050752685,686165.2,307.31,273.22286904968075,2454.77,2182.4844692886168,1.1247594356536865,5.0,1.0,36.0,3.0,0.0,2.0
48626566.0,5000.0,4445.395025376342,5000.0,4445.395025376342,0.1699,178.24,158.46944186461585,1416.48,1259.3626291090163,1.1247594356536865,5.0,1.0,36.0,18.0,1.0,1.0
48627452.0,7500.0,6668.092538064513,7500.0,6668.092538064513,686165.2,229.5,204.0436316647741,1830.68,1627.6191530111923,1.1247594356536865,5.0,1.0,60.0,2.0,0.0,2.0
48634926.0,8000.0,7112.632040602148,8000.0,7112.632040602148,686165.2,258.1,229.4712912099268,1815.9,1614.47856531618,1.1247594356536865,5.0,1.0,36.0,10.0,1.0,2.0
48635120.0,11800.0,10491.132259888167,11800.0,10491.132259888167,0.19519999999999998,309.49,275.16106128074483,1831.35,1628.2148359445928,1.1247594356536865,5.0,0.0,60.0,23.0,1.0,3.0
48636247.0,6000.0,5334.474030451611,6000.0,5334.474030451611,686165.2,183.6,163.23490533181928,1291.32,1148.0855008337955,1.1247594356536865,5.0,1.0,36.0,2.0,0.0,3.0
48645095.0,12000.0,10668.948060903222,12000.0,10668.948060903222,686165.2,271.14,241.06488143610827,68616520.0,61005507.333327256,1.1247594356536865,5.0,1.0,60.0,12.0,0.0,2.0
48645209.0,5600.0,4978.842428421503,5600.0,4978.842428421503,686165.2,184.75,164.25734618765583,1470.83,1307.684073034857,1.1247594356536865,5.0,1.0,36.0,10.0,0.0,2.0
48645318.0,7000.0,6223.553035526879,7000.0,6223.553035526879,686165.2,233.48,207.58216610497365,1863.06,1656.4075311955296,1.1247594356536865,5.0,1.0,36.0,11.0,0.0,4.0
48645443.0,24000.0,21337.896121806443,24000.0,21337.896121806443,686165.2,785.62,698.4782479672324,5484.69,4876.322728346274,1.1247594356536865,5.0,1.0,36.0,9.0,0.0,4.0
48645971.0,12500.0,11113.487563440855,1000.0,889.0790050752685,686165.2,379.88,337.74333244799294,3034.92,2698.2836540830335,1.1247594356536865,5.0,1.0,36.0,1.0,0.0,3.0
48646307.0,25000.0,22226.97512688171,25000.0,22226.97512688171,686165.2,543.44,483.16109451810394,4332.26,3851.7214105273824,1.1247594356536865,5.0,1.0,60.0,9.0,0.0,3.0
48654156.0,16000.0,13970.080290289485,16000.0,13970.080290289485,686165.2,358.27,312.81629160012585,2496.97,2180.179461402758,1.145304799079895,6.0,1.0,60.0,11.0,1.0,1.0
48655375.0,35000.0,31117.765177634396,1000.0,889.0790050752685,0.1333,802.29,713.2991949818371,6392.4,5683.348632043146,1.1247594356536865,5.0,1.0,60.0,13.0,1.0,4.0
48655897.0,9600.0,8535.158448722577,1000.0,889.0790050752685,686165.2,316.71,281.5802116973882,1568.18,1394.2359141789345,1.1247594356536865,5.0,0.0,36.0,10.0,1.0,1.0
48655907.0,30000.0,26672.370152258052,30000.0,26672.370152258052,686165.2,956.37,850.2884880838344,7635.68,6788.7227774731255,1.1247594356536865,5.0,1.0,36.0,7.0,1.0,2.0
48656476.0,19200.0,16764.096348347382,19200.0,16764.096348347382,686165.2,586.2,511.828816635481,4090.09,3571.1803559068826,1.145304799079895,6.0,1.0,36.0,2.0,1.0,2.0
48656601.0,12000.0,10668.948060903222,12000.0,10668.948060903222,686165.2,375.43,333.786930875408,2998.18,2665.618891436568,1.1247594356536865,5.0,1.0,36.0,5.0,0.0,1.0
48664114.0,16000.0,14225.264081204296,16000.0,14225.264081204296,686165.2,385.79,342.9977893679878,1921.07,1707.9830042799458,1.1247594356536865,5.0,0.0,60.0,16.0,1.0,1.0
48664607.0,35000.0,31117.765177634396,35000.0,31117.765177634396,0.1333,802.29,713.2991949818371,6392.4,5683.348632043146,1.1247594356536865,5.0,1.0,60.0,13.0,1.0,2.0
48665848.0,10550.0,9211.521691409629,10550.0,9211.521691409629,0.20489999999999997,68616520.0,59911143.35251589,1964.79,1715.5171283473674,1.145304799079895,6.0,1.0,60.0,24.0,1.0,1.0
48665860.0,25000.0,22226.97512688171,25000.0,22226.97512688171,686165.2,818.35,727.5778038033459,6516.27,5793.47884840182,1.1247594356536865,5.0,1.0,36.0,9.0,0.0,1.0
48666252.0,16000.0,13970.080290289485,16000.0,13970.080290289485,0.1699,397.56,347.121570012968,16278.51,14213.255731642517,1.145304799079895,6.0,1.0,60.0,18.0,1.0,4.0
48666261.0,16000.0,14225.264081204296,16000.0,14225.264081204296,686165.2,339.88,302.1801722449822,2030.4,1805.1860119048251,1.1247594356536865,5.0,0.0,60.0,8.0,1.0,1.0
48674238.0,35000.0,31117.765177634396,35000.0,31117.765177634396,0.1399,814.21,723.8970167223343,68616520.0,61005507.333327256,1.1247594356536865,5.0,1.0,60.0,14.0,1.0,2.0
48674322.0,24000.0,21337.896121806443,24000.0,21337.896121806443,0.1825,612.72,544.7564879897185,4743.59,4217.426277684993,1.1247594356536865,5.0,1.0,60.0,21.0,1.0,2.0
48675044.0,10000.0,8890.790050752685,10000.0,8890.790050752685,686165.2,327.34,291.0311215213383,2616.19,2325.9996022878663,1.1247594356536865,5.0,1.0,36.0,9.0,0.0,2.0
48675113.0,68616520.0,61005507.333327256,20000.0,17781.58010150537,686165.2,447.83,398.15625084285745,20136.56,17902.992730438447,1.1247594356536865,5.0,1.0,60.0,11.0,1.0,3.0
48675505.0,6400.0,5690.105632481718,6400.0,5690.105632481718,686165.2,197.38,175.48641402175647,1576.58,1401.7041778215666,1.1247594356536865,5.0,1.0,36.0,4.0,0.0,4.0
48675606.0,28000.0,24894.212142107517,28000.0,24894.212142107517,686165.2,608.65,541.1379364390621,4852.1,4313.900240525711,1.1247594356536865,5.0,1.0,60.0,9.0,1.0,2.0
48675852.0,2900.0,2578.3291147182786,2900.0,2578.3291147182786,0.1333,98.18,87.28977671828986,781.14,694.4951740244952,1.1247594356536865,5.0,1.0,36.0,13.0,0.0,3.0
48675885.0,35000.0,31117.765177634396,35000.0,31117.765177634396,0.1399,1196.05,1063.3829440202746,9541.2,8482.880603224152,1.1247594356536865,5.0,1.0,36.0,14.0,0.0,3.0
48676027.0,28000.0,24894.212142107517,28000.0,24894.212142107517,686165.2,566.27,503.4587682039722,4505.61,4005.84325605718,1.1247594356536865,5.0,1.0,60.0,5.0,1.0,2.0
48676310.0,17000.0,15114.343086279563,17000.0,15114.343086279563,686165.2,570.27,507.0150842242733,3979.91,3538.4544230891115,1.1247594356536865,5.0,1.0,36.0,12.0,1.0,2.0
48676377.0,5000.0,4445.395025376342,5000.0,4445.395025376342,0.1465,172.48,153.3483467953823,1205.23,1071.5446892868658,1.1247594356536865,5.0,1.0,36.0,15.0,1.0,2.0
48676382.0,6125.0,5347.921361126443,6125.0,5347.921361126443,0.2167,232.88,203.33451862516344,1646.48,1437.5911122722396,1.145304799079895,6.0,1.0,36.0,25.0,1.0,3.0
48676626.0,6000.0,5334.474030451611,6000.0,5334.474030451611,686165.2,197.95,175.99318905464938,1579.76,1404.531449057706,1.1247594356536865,5.0,1.0,36.0,10.0,0.0,4.0
48676752.0,12000.0,10668.948060903222,12000.0,10668.948060903222,686165.2,377.04,335.21834807357925,3010.87,2676.9013040109735,1.1247594356536865,5.0,1.0,36.0,6.0,0.0,1.0
48684306.0,21050.0,18715.1130568344,21050.0,18715.1130568344,0.19519999999999998,552.09,490.851627912005,4393.89,3906.5153496101716,1.1247594356536865,5.0,1.0,60.0,23.0,1.0,0.0
48684937.0,6000.0,5334.474030451611,6000.0,5334.474030451611,686165.2,196.41,174.62400738683345,1563.95,1390.475109987466,1.1247594356536865,5.0,1.0,36.0,9.0,1.0,2.0
48685821.0,35000.0,31117.765177634396,35000.0,31117.765177634396,0.17859999999999998,1262.88,1122.800093929455,10033.58,8920.645323743112,1.1247594356536865,5.0,1.0,36.0,20.0,1.0,1.0
48686002.0,5000.0,4445.395025376342,5000.0,4445.395025376342,686165.2,151.96,135.1044456112378,1204.15,1070.5844839613846,1.1247594356536865,5.0,1.0,36.0,1.0,1.0,2.0
48694349.0,35000.0,31117.765177634396,1000.0,889.0790050752685,686165.2,1174.07,1043.8409874887204,9158.14,8142.309999540018,1.1247594356536865,5.0,1.0,36.0,12.0,1.0,1.0
48694403.0,6000.0,5334.474030451611,6000.0,5334.474030451611,0.1465,206.97,184.0126816804283,1470.76,1307.6218375045019,1.1247594356536865,5.0,1.0,36.0,15.0,1.0,4.0
48694580.0,5300.0,4712.118726898922,5300.0,4712.118726898922,0.1884,193.85,172.34796513384077,5358.25,4763.907578944557,1.1247594356536865,5.0,1.0,36.0,25.0,1.0,2.0
48694811.0,28000.0,24894.212142107517,28000.0,24894.212142107517,0.1399,956.84,850.7063552162199,7632.96,6786.30448257932,1.1247594356536865,5.0,1.0,60.0,14.0,1.0,2.0
48695043.0,16000.0,14225.264081204296,16000.0,14225.264081204296,686165.2,502.72,446.95779743143896,4007.22,3562.7351707177168,1.1247594356536865,5.0,1.0,36.0,10.0,1.0,1.0
48695125.0,6600.0,nan,6600.0,nan,0.1757,237.19,nan,1668.89,nan,nan,0.0,1.0,36.0,19.0,1.0,1.0
48695301.0,25000.0,22226.97512688171,25000.0,22226.97512688171,686165.2,759.76,675.4866648959859,6069.84,5396.567308166067,1.1247594356536865,5.0,1.0,36.0,1.0,1.0,1.0
48695749.0,35000.0,31117.765177634396,35000.0,31117.765177634396,0.1884,904.85,804.4831377423567,6242.37,5549.960108911703,1.1247594356536865,5.0,1.0,60.0,22.0,1.0,1.0
48696214.0,6000.0,5334.474030451611,6000.0,5334.474030451611,686165.2,187.72,166.8979108327294,1308.78,1163.6088202624098,1.1247594356536865,5.0,1.0,36.0,5.0,0.0,2.0
48696263.0,8000.0,7112.632040602148,8000.0,7112.632040602148,686165.2,255.04,226.75070945439646,2036.24,1810.3782332944645,1.1247594356536865,5.0,1.0,36.0,7.0,1.0,1.0
48697381.0,68616520.0,61005507.333327256,17400.0,15469.97468830967,0.1333,398.85,354.6091611742708,3207.77,2851.960960110294,1.1247594356536865,5.0,1.0,60.0,13.0,1.0,2.0
48704871.0,18000.0,16003.42209135483,18000.0,16003.42209135483,686165.2,403.05,358.3432929955869,3212.11,2855.8195629923207,1.1247594356536865,5.0,1.0,60.0,11.0,1.0,2.0
48705547.0,9600.0,nan,9600.0,nan,0.1333,324.99,nan,2592.81,nan,nan,0.0,1.0,36.0,13.0,0.0,3.0
48706009.0,4450.0,3956.4015725849445,4450.0,3956.4015725849445,0.1699,158.64,141.04349336514056,1264.92,1124.6138150998086,1.1247594356536865,5.0,0.0,36.0,18.0,0.0,4.0
48714665.0,10000.0,8890.790050752685,10000.0,8890.790050752685,686165.2,329.91,293.31605456438183,10173.99,9045.48090684573,1.1247594356536865,5.0,1.0,36.0,10.0,1.0,3.0
48714728.0,6000.0,5334.474030451611,6000.0,5334.474030451611,686165.2,197.95,175.99318905464938,68616520.0,61005507.333327256,1.1247594356536865,5.0,1.0,36.0,10.0,1.0,3.0
48715032.0,16200.0,14403.079882219348,16200.0,14403.079882219348,0.19190000000000002,421.94,375.13799540145874,2910.4,2587.5755363710614,1.1247594356536865,5.0,1.0,60.0,23.0,1.0,2.0
48715973.0,28000.0,24894.212142107517,28000.0,24894.212142107517,686165.2,850.93,756.5439977886981,6798.22,6044.154673882791,1.1247594356536865,5.0,1.0,36.0,1.0,1.0,2.0
48716168.0,35000.0,30559.550635008247,35000.0,30559.550635008247,686165.2,1129.19,985.929685186999,7865.48,6867.5866951041335,1.145304799079895,6.0,0.0,36.0,8.0,1.0,1.0
48716292.0,35000.0,31117.765177634396,35000.0,31117.765177634396,686165.2,1099.69,977.7112910912219,8662.32,7701.486847243599,1.1247594356536865,5.0,1.0,36.0,6.0,1.0,0.0
48716527.0,14525.0,12682.213513528422,14525.0,12682.213513528422,0.1561,507.87,443.43654231433254,68616520.0,59911143.35251589,1.145304799079895,6.0,1.0,36.0,16.0,1.0,2.0
48716938.0,12000.0,10668.948060903222,12000.0,10668.948060903222,0.1333,275.07,244.55896192605408,2191.67,1948.5677830533136,1.1247594356536865,5.0,1.0,60.0,13.0,1.0,0.0
48724609.0,8000.0,nan,8000.0,nan,686165.2,268.36,nan,8367.04,nan,nan,0.0,1.0,36.0,12.0,1.0,2.0
48724820.0,8000.0,7112.632040602148,8000.0,7112.632040602148,0.1333,270.83,240.78926694453494,2154.79,1915.7785493461377,1.1247594356536865,5.0,1.0,36.0,13.0,1.0,2.0
48725512.0,20000.0,17781.58010150537,20000.0,17781.58010150537,686165.2,465.27,413.66178869137013,3729.93,3316.202453400396,1.1247594356536865,5.0,1.0,60.0,14.0,1.0,4.0
48725601.0,68616520.0,61005507.333327256,20000.0,17781.58010150537,686165.2,611.98,544.0985695259628,4330.01,3849.720982765963,1.1247594356536865,5.0,1.0,36.0,2.0,1.0,4.0
48726268.0,14400.0,12802.737673083866,14400.0,12802.737673083866,686165.2,471.37,419.08517062232926,3753.38,3337.051356069411,1.1247594356536865,5.0,1.0,36.0,9.0,1.0,3.0
48726375.0,6500.0,5779.013532989245,6500.0,5779.013532989245,0.1465,224.22,199.3492945179767,1788.47,1590.0911282069653,1.1247594356536865,5.0,1.0,60.0,15.0,1.0,1.0
48726593.0,4000.0,3556.316020301074,4000.0,3556.316020301074,0.1757,143.75,127.80510697956983,1146.1,1018.973447716765,1.1247594356536865,5.0,1.0,36.0,19.0,1.0,2.0
48734228.0,25000.0,22226.97512688171,25000.0,22226.97512688171,0.1399,854.32,759.5579756159034,5941.38,5282.356219174098,1.1247594356536865,5.0,1.0,36.0,15.0,1.0,1.0
48734285.0,14400.0,12802.737673083866,14400.0,12802.737673083866,0.19519999999999998,377.68,335.7873586368274,3036.1,2699.3327673090225,1.1247594356536865,5.0,1.0,60.0,25.0,1.0,3.0
48734318.0,28000.0,24894.212142107517,28000.0,24894.212142107517,686165.2,876.0,778.8332084459352,6119.73,5440.923459729272,1.1247594356536865,5.0,1.0,36.0,5.0,1.0,4.0
48734361.0,16000.0,14225.264081204296,16000.0,14225.264081204296,0.1465,551.91,490.6915936910914,4402.26,3913.9569408826515,1.1247594356536865,5.0,0.0,36.0,15.0,1.0,2.0
48734657.0,10800.0,9602.0532548129,10800.0,9602.0532548129,0.19519999999999998,398.74,354.51136248371256,3178.21,2825.679784720269,1.1247594356536865,5.0,0.0,36.0,23.0,0.0,3.0
48735546.0,3600.0,3200.6844182709665,3600.0,3200.6844182709665,686165.2,120.77,107.37407144294016,961.08,854.476050197739,1.1247594356536865,5.0,1.0,36.0,12.0,1.0,3.0
48735673.0,15000.0,13336.185076129026,1000.0,889.0790050752685,686165.2,469.29,417.2358862917727,4920.59,4374.793261583315,1.1247594356536865,5.0,1.0,36.0,5.0,0.0,2.0
48735895.0,8500.0,7557.1715431397815,8500.0,7557.1715431397815,686165.2,285.14,253.51198750716202,1989.99,1769.2583293097334,1.1247594356536865,5.0,1.0,36.0,12.0,1.0,0.0
48744342.0,10000.0,8890.790050752685,10000.0,8890.790050752685,0.1884,258.53,229.85359518210913,2047.31,1820.2203378806478,1.1247594356536865,5.0,1.0,60.0,22.0,0.0,1.0
48745394.0,9000.0,8001.711045677415,9000.0,8001.711045677415,0.1561,314.69,279.7842721071362,924.56,822.0068849323901,1.1247594356536865,5.0,0.0,36.0,16.0,1.0,4.0
48745457.0,25000.0,22226.97512688171,25000.0,22226.97512688171,686165.2,543.44,483.16109451810394,3788.82,3368.5603160092787,1.1247594356536865,5.0,1.0,60.0,9.0,1.0,1.0
48746237.0,68616520.0,61005507.333327256,6000.0,5334.474030451611,686165.2,184.39,163.93727774582874,1461.92,1299.7623790996365,1.1247594356536865,5.0,1.0,36.0,3.0,0.0,1.0
48746908.0,9000.0,8001.711045677415,9000.0,8001.711045677415,686165.2,300.18,266.88373574349407,9580.4,8517.732500223101,1.1247594356536865,5.0,1.0,36.0,11.0,1.0,1.0
48755590.0,35000.0,nan,35000.0,nan,0.2299,986.47,nan,7847.06,nan,nan,0.0,1.0,60.0,26.0,1.0,1.0
48755598.0,25000.0,22226.97512688171,25000.0,22226.97512688171,0.1399,581.58,517.0705677716746,4613.78,4102.014932036172,1.1247594356536865,5.0,1.0,60.0,14.0,1.0,2.0
48764381.0,8000.0,7112.632040602148,8000.0,7112.632040602148,686165.2,266.83,237.23295092423385,2129.18,1893.00923602616,1.1247594356536865,5.0,0.0,36.0,11.0,1.0,4.0
48764556.0,15000.0,13336.185076129026,15000.0,13336.185076129026,0.1561,361.67,321.55320376557233,2880.35,2560.8587122685494,1.1247594356536865,5.0,1.0,60.0,20.0,1.0,4.0
48765764.0,10000.0,8890.790050752685,10000.0,8890.790050752685,686165.2,333.53,296.53452056275427,2317.64,2060.565065322645,1.1247594356536865,5.0,1.0,36.0,11.0,1.0,0.0
48765852.0,12000.0,10668.948060903222,12000.0,10668.948060903222,0.1399,410.08,364.59351840126607,3261.99,2900.1668237654744,1.1247594356536865,5.0,1.0,36.0,14.0,0.0,3.0
48816277.0,9600.0,8535.158448722577,9600.0,8535.158448722577,686165.2,295.94,263.11404076197493,2363.85,2101.649406147173,1.1247594356536865,5.0,1.0,36.0,3.0,0.0,2.0
48816434.0,6400.0,5690.105632481718,6400.0,5690.105632481718,0.1333,216.66,192.62785723960766,1728.54,1536.8086234328043,1.1247594356536865,5.0,1.0,60.0,13.0,0.0,2.0
48836121.0,35000.0,31117.765177634396,35000.0,31117.765177634396,0.17859999999999998,1262.88,1122.800093929455,7542.55,6705.922849730466,1.1247594356536865,5.0,0.0,36.0,20.0,1.0,2.0
48856484.0,20000.0,17781.58010150537,20000.0,17781.58010150537,0.1465,689.89,613.3667148113769,4788.54,4257.390378963126,1.1247594356536865,5.0,1.0,60.0,15.0,1.0,2.0
48866434.0,3000.0,2667.2370152258054,1000.0,889.0790050752685,686165.2,100.64,89.47691107077502,296.63,263.72750527547686,1.1247594356536865,5.0,0.0,36.0,12.0,0.0,4.0
48886571.0,6050.0,5282.436609765711,6050.0,5282.436609765711,0.1655,214.35,187.15541938897195,1494.89,1305.2333328219281,1.145304799079895,6.0,1.0,36.0,17.0,0.0,3.0
48896330.0,8400.0,7468.263642632255,8400.0,7468.263642632255,686165.2,280.17,249.09326485193796,68616520.0,61005507.333327256,1.1247594356536865,5.0,1.0,36.0,11.0,0.0,2.0
48896477.0,6000.0,5238.780108858557,6000.0,5238.780108858557,0.1333,203.12,177.350169285225,1412.95,1233.689059135283,1.145304799079895,6.0,1.0,36.0,13.0,1.0,3.0
48896507.0,35000.0,31117.765177634396,1000.0,889.0790050752685,0.21989999999999998,966.47,859.2681860350947,6722.53,5976.860283988644,1.1247594356536865,5.0,1.0,60.0,26.0,1.0,4.0
48896625.0,16375.0,14558.66870810752,16375.0,14558.66870810752,0.19190000000000002,426.5,379.19219566460197,3394.54,3018.0142458882015,1.1247594356536865,5.0,1.0,60.0,23.0,1.0,2.0
48896701.0,16700.0,14847.619384756983,16700.0,14847.619384756983,0.20989999999999998,451.7,401.59698659249875,3594.13,3195.4655245111744,1.1247594356536865,5.0,1.0,60.0,25.0,0.0,3.0
48906493.0,15000.0,13336.185076129026,15000.0,13336.185076129026,686165.2,478.19,425.1486894369426,3817.88,3394.396951896766,1.1247594356536865,5.0,1.0,36.0,7.0,0.0,1.0
48916157.0,28000.0,24894.212142107517,1000.0,889.0790050752685,686165.2,856.78,761.7451099683884,6844.3,6085.123434436659,1.1247594356536865,5.0,1.0,36.0,2.0,1.0,2.0
48916588.0,6000.0,5334.474030451611,6000.0,5334.474030451611,0.1465,206.97,184.0126816804283,6300.45,5601.5978175264745,1.1247594356536865,5.0,1.0,36.0,15.0,0.0,4.0
48926499.0,11600.0,10313.316458873114,11600.0,10313.316458873114,0.24989999999999998,340.41,302.65138411767214,2707.18,2406.896900959665,1.1247594356536865,5.0,1.0,60.0,29.0,1.0,2.0
48926553.0,12000.0,10668.948060903222,12000.0,10668.948060903222,0.1465,413.94,368.0253633608566,3291.99,2926.8391939177327,1.1247594356536865,5.0,1.0,36.0,15.0,0.0,3.0
48976951.0,35000.0,31117.765177634396,35000.0,31117.765177634396,0.24989999999999998,1027.1,913.1730461128082,38462.05,34195.80114715523,1.1247594356536865,5.0,1.0,60.0,29.0,1.0,3.0
48986216.0,30000.0,26672.370152258052,30000.0,26672.370152258052,0.1333,1015.6,902.9486375544426,8080.37,7184.087320240046,1.1247594356536865,5.0,1.0,36.0,13.0,1.0,4.0
48986351.0,8000.0,7112.632040602148,8000.0,7112.632040602148,686165.2,268.36,238.59324180199906,1872.88,1665.1382870253688,1.1247594356536865,5.0,1.0,36.0,12.0,1.0,2.0
48986437.0,25000.0,21828.25045357732,25000.0,21828.25045357732,0.1333,573.06,500.35588819708073,3974.39,3470.1592128077264,1.145304799079895,6.0,1.0,60.0,13.0,1.0,1.0
48986442.0,5000.0,4445.395025376342,5000.0,4445.395025376342,686165.2,154.14,137.04263784230187,1090.46,969.5050918743773,1.1247594356536865,5.0,0.0,36.0,3.0,1.0,4.0
49016354.0,9500.0,8446.25054821505,9500.0,8446.25054821505,686165.2,316.86,281.71357354814955,2211.53,1966.2248920941086,1.1247594356536865,5.0,1.0,60.0,11.0,0.0,2.0
49016439.0,10000.0,nan,10000.0,nan,686165.2,333.53,nan,2327.88,nan,nan,0.0,1.0,36.0,11.0,1.0,3.0
49016550.0,13200.0,11735.842866993544,13200.0,11735.842866993544,686165.2,432.09,384.1621473029727,2733.45,2430.2530064229923,1.1247594356536865,5.0,0.0,36.0,10.0,1.0,2.0
49026159.0,5000.0,4445.395025376342,5000.0,4445.395025376342,686165.2,153.66,136.61587991986573,1079.26,959.5474070175342,1.1247594356536865,5.0,1.0,36.0,3.0,0.0,4.0
49026282.0,8000.0,7112.632040602148,8000.0,7112.632040602148,686165.2,261.88,232.8320098491113,2090.16,1858.317373248123,1.1247594356536865,5.0,1.0,36.0,9.0,0.0,2.0
49026489.0,9600.0,8535.158448722577,9600.0,8535.158448722577,686165.2,297.57,264.5632395402476,9960.47,8855.644757682057,1.1247594356536865,5.0,1.0,36.0,4.0,0.0,2.0
49036479.0,8000.0,7112.632040602148,8000.0,7112.632040602148,686165.2,258.1,229.4712912099268,2060.36,1831.82281889688,1.1247594356536865,5.0,1.0,36.0,10.0,0.0,2.0
